Lon,Lat,RhoLM_in_situ,RhoLM_STP
118.5,33.25,3.2476609833675,3.3629673368217
118.75,33.25,3.2502216208884,3.3663598422051
119,33.25,3.2520023296074,3.3684693295916
119.25,33.25,3.2538480584029,3.3700917316244
119.5,33.25,3.2546743715924,3.3707148987245
119.75,33.25,3.2667409269879,3.3831904329264
120,33.25,3.2785659889527,3.3959713437133
120.25,33.25,3.2818404701772,3.3997020788758
120.5,33.25,3.2883238415099,3.408048729642
120.75,33.25,3.2909042560845,3.4107570444785
121,33.25,3.2945796989068,3.4143718783384
121.25,33.25,3.2917519507008,3.4112159509758
121.5,33.25,3.2903097583602,3.4088022747736
121.75,33.25,3.2879680347546,3.4064916500099
107,33.5,3.2712165712316,3.3844828936681
107.25,33.5,3.2613353505372,3.3756113467331
107.5,33.5,3.2608266302189,3.378107810534
107.75,33.5,3.2866064599894,3.4085851154434
108,33.5,3.257092205248,3.3815971726913
108.25,33.5,3.2551640436024,3.3834916323175
108.5,33.5,3.2213033997478,3.3518862825632
108.75,33.5,3.2498942187412,3.3846656500777
109,33.5,3.2378773007173,3.3735386990437
109.25,33.5,3.2293831503959,3.3637382638122
109.5,33.5,3.2313041851367,3.3648285623469
109.75,33.5,3.230313177247,3.3620582753171
110,33.5,3.2268737665153,3.3521846700622
110.25,33.5,3.2269704634219,3.3512858273826
110.5,33.5,3.2328961722336,3.3548833755195
110.75,33.5,3.2302277198572,3.3507983297737
111,33.5,3.2318822690708,3.3502710177113
111.25,33.5,3.2318199573239,3.3480090753312
111.5,33.5,3.226393563565,3.3396537346258
111.75,33.5,3.2078912440309,3.3184536910696
112,33.5,3.206335766663,3.3132415503284
112.25,33.5,3.2255724594523,3.3320084522556
112.5,33.5,3.2227806642674,3.3279063027844
112.75,33.5,3.2190590168104,3.3227681729396
113,33.5,3.2167740122327,3.3190162145833
113.25,33.5,3.2170291928776,3.3185087011891
113.5,33.5,3.2163461376209,3.3171933657689
113.75,33.5,3.2174650566264,3.3181281763492
114,33.5,3.2216403203781,3.3234408604859
114.25,33.5,3.2250623704709,3.3277864102361
114.5,33.5,3.2283254944939,3.3314921415429
114.75,33.5,3.2273763797709,3.330441185747
115,33.5,3.229409569829,3.3323395867843
115.25,33.5,3.2325399703081,3.3359258629649
115.5,33.5,3.2334762493055,3.3375336940989
115.75,33.5,3.2366702095505,3.3417984505262
116,33.5,3.2388129270754,3.3453583455859
116.25,33.5,3.2394980862234,3.3464003955203
116.5,33.5,3.2401754812105,3.3478822031489
116.75,33.5,3.2387602438733,3.3474870910023
117,33.5,3.2394764153092,3.3495418516787
117.25,33.5,3.2367246161034,3.3477106808015
117.5,33.5,3.2399012695504,3.3519316476504
117.75,33.5,3.2401807324414,3.3527783968163
118,33.5,3.2392446469811,3.3528903070923
118.25,33.5,3.244448453861,3.3594374131905
118.5,33.5,3.245032550476,3.3615993044836
118.75,33.5,3.245732448369,3.3640098171471
119,33.5,3.2526553514108,3.3723953121686
119.25,33.5,3.2555541686106,3.3745279757657
119.5,33.5,3.2530668681837,3.3708779510876
119.75,33.5,3.2636824424069,3.3809822989435
120,33.5,3.2746554472975,3.3925324635356
120.25,33.5,3.2850848875175,3.4033049448208
120.5,33.5,3.2731753090423,3.3908552500715
120.75,33.5,3.2909521735972,3.4113135103806
121,33.5,3.2949595014692,3.415306942706
121.25,33.5,3.2937345879572,3.4130915552265
121.5,33.5,3.2850901233635,3.4041372478236
107,33.75,3.2878821800243,3.4024349351463
107.25,33.75,3.2510706501696,3.365801581644
107.5,33.75,3.249526428386,3.3663180491076
107.75,33.75,3.2340343864709,3.3538815809556
108,33.75,3.2270108213124,3.3514830162331
108.25,33.75,3.2109527885143,3.3383013992677
108.5,33.75,3.234660414744,3.3670655660232
108.75,33.75,3.2394733560947,3.3759441060745
109,33.75,3.2259002631195,3.3636660088958
109.25,33.75,3.218311220821,3.3542707833085
109.5,33.75,3.1984362451904,3.3309056900046
109.75,33.75,3.2194156756246,3.3507272389683
110,33.75,3.2167264113074,3.3495719443631
110.25,33.75,3.2287054968321,3.3536545257716
110.5,33.75,3.216611934327,3.3390639745368
110.75,33.75,3.2221896434723,3.3424715805343
111,33.75,3.213054115251,3.3308441318379
111.25,33.75,3.2183705095648,3.3342505441499
111.5,33.75,3.2224242725107,3.3352682838255
111.75,33.75,3.2083907855378,3.3187921864961
112,33.75,3.1954963843963,3.3017670267755
112.25,33.75,3.179606585875,3.2846126180182
112.5,33.75,3.2310840840193,3.3368089793435
112.75,33.75,3.2318792553781,3.3366333991315
113,33.75,3.2241550093018,3.3274807235386
113.25,33.75,3.2215228964256,3.3238677229172
113.5,33.75,3.2203965873264,3.3215908524394
113.75,33.75,3.2218573884001,3.3229232122893
114,33.75,3.2253681556675,3.3276728766403
114.25,33.75,3.2304184307699,3.3342207569663
114.5,33.75,3.2309227585173,3.334911306449
114.75,33.75,3.2284276617909,3.3316489186956
115,33.75,3.229925992991,3.332352703309
115.25,33.75,3.2328400247554,3.3351207555284
115.5,33.75,3.2367137725876,3.3399174588899
115.75,33.75,3.2401214795645,3.3448498777763
116,33.75,3.2418178659022,3.3474323831378
116.25,33.75,3.2398933133828,3.345674732616
116.5,33.75,3.2357173454898,3.3415121612399
116.75,33.75,3.2365218373806,3.3430385370913
117,33.75,3.2385736902962,3.346571263316
117.25,33.75,3.2371357637755,3.3465403440794
117.5,33.75,3.2391721861557,3.3497950838699
117.75,33.75,3.2426265381024,3.354797194489
118,33.75,3.2425124595937,3.356217255122
118.25,33.75,3.2463345435998,3.3617810479494
118.5,33.75,3.2460614419188,3.3632985534475
118.75,33.75,3.2478346361455,3.3673811338634
119,33.75,3.2501583377336,3.3717868621764
119.25,33.75,3.2613298312701,3.3818575646882
119.5,33.75,3.2585325854795,3.3774988834486
119.75,33.75,3.2643108834608,3.3831148431017
120,33.75,3.2726256925611,3.3908456671795
120.25,33.75,3.2835798552567,3.4021049800484
120.5,33.75,3.2863311187928,3.4045569031063
120.75,33.75,3.2801957798563,3.3978748159712
121,33.75,3.2793736213013,3.3998375051896
121.25,33.75,3.2846626569939,3.4045936532694
121.5,33.75,3.281092302178,3.4007087529461
107,34,3.2790407424071,3.3920149109142
107.25,34,3.2353409055597,3.3492811413642
107.5,34,3.1927404063303,3.307482658968
107.75,34,3.1960669870485,3.3144964315942
108,34,3.2198687935271,3.3433535229322
108.25,34,3.2244603766159,3.3523882659636
108.5,34,3.2289597215793,3.3611690107642
108.75,34,3.2538791196021,3.3930820910843
109,34,3.2170132590768,3.3577529358297
109.25,34,3.2121630958582,3.3503456563818
109.5,34,3.2003721227941,3.3334239968458
109.75,34,3.2100370243112,3.3423615969637
110,34,3.2093810823536,3.3400602973976
110.25,34,3.1997628218516,3.3296788207889
110.5,34,3.2300216250934,3.3534490900651
110.75,34,3.2290170056609,3.3502291167542
111,34,3.221608648627,3.3404573337526
111.25,34,3.1992132237926,3.3151069619436
111.5,34,3.2175040564703,3.3316748522778
111.75,34,3.2361411484258,3.3483476344091
112,34,3.2250435889318,3.3333989377526
112.25,34,3.2188016791941,3.3261588505302
112.5,34,3.2294875259299,3.3361532542116
112.75,34,3.2296245104811,3.3353279500062
113,34,3.2341414883343,3.3389117317167
113.25,34,3.2292735259395,3.3326271524047
113.5,34,3.2276199546608,3.330284056116
113.75,34,3.2294144740859,3.3321263001839
114,34,3.2329415093705,3.3368475245351
114.25,34,3.2368877459733,3.3421152704241
114.5,34,3.2374314885235,3.342723125207
114.75,34,3.2330492950946,3.3374068797992
115,34,3.2333773477031,3.3366514968944
115.25,34,3.2330339102567,3.3356186060743
115.5,34,3.2390081059576,3.3427718722389
115.75,34,3.2418918739336,3.3465504139729
116,34,3.2422183116633,3.3474860730429
116.25,34,3.2460825081316,3.3514029649843
116.5,34,3.2401924754355,3.3450877014306
116.75,34,3.2388069476503,3.3443225173417
117,34,3.2371373781556,3.3440484418973
117.25,34,3.2415232823804,3.3499869882507
117.5,34,3.2432212441621,3.3531302297801
117.75,34,3.245822414959,3.3572816817192
118,34,3.247108762812,3.3604425531254
118.25,34,3.2465624467268,3.3617441591737
118.5,34,3.2473860282629,3.3644363125662
118.75,34,3.2477097044492,3.3665845599643
119,34,3.2560463368281,3.3762111901096
119.25,34,3.2650217845609,3.3853937054474
119.5,34,3.2683130666267,3.3881809729874
119.75,34,3.2717830723262,3.3914186280466
120,34,3.2732977224637,3.39288002384
120.25,34,3.2721523684264,3.3902358900219
120.5,34,3.2733958577436,3.3914986020597
120.75,34,3.2780994055792,3.3956904488645
121,34,3.2798303195325,3.3972175771793
121.25,34,3.2800434139262,3.4002555946973
107.25,34.25,3.2176120081901,3.3301497420875
107.5,34.25,3.2212025776755,3.33691080106
107.75,34.25,3.2315902015126,3.351929205237
108,34.25,3.2343182575039,3.3581515029176
108.25,34.25,3.2378517344256,3.3656649023062
108.5,34.25,3.2493086432351,3.3822305703957
108.75,34.25,3.2414051572279,3.3811667029796
109,34.25,3.2454347927904,3.3905770339195
109.25,34.25,3.2282370453729,3.3677097062701
109.5,34.25,3.2197032485086,3.3545405282205
109.75,34.25,3.1897000230033,3.3202237963983
110,34.25,3.2035399793422,3.3325504987799
110.25,34.25,3.2165171597772,3.3452136280909
110.5,34.25,3.1981576055283,3.3249850404022
110.75,34.25,3.2112933713012,3.3317515768699
111,34.25,3.2258051797488,3.3449811215523
111.25,34.25,3.2280306860583,3.3452787314901
111.5,34.25,3.2271803457396,3.342117420661
111.75,34.25,3.2026465757679,3.3145790971281
112,34.25,3.2260659321777,3.3357206478167
112.25,34.25,3.2514972187527,3.361180726771
112.5,34.25,3.2422011436967,3.3505268806404
112.75,34.25,3.239980765059,3.3472889343699
113,34.25,3.2292453226746,3.3348472851642
113.25,34.25,3.2352178835837,3.3403109649606
113.5,34.25,3.2331754761582,3.3378541369998
113.75,34.25,3.2400646906283,3.3450734816302
114,34.25,3.2433459277569,3.3491412045193
114.25,34.25,3.2432322524491,3.3496923167912
114.5,34.25,3.2447428144827,3.3513989903111
114.75,34.25,3.2468536370744,3.3530811616935
115,34.25,3.2450402756308,3.3505637736738
115.25,34.25,3.2408149908854,3.3459147159627
115.5,34.25,3.2458526804095,3.3513247823085
115.75,34.25,3.2475432459925,3.3534193027864
116,34.25,3.2458240059644,3.351735641771
116.25,34.25,3.2444103086358,3.3499390092146
116.5,34.25,3.2427644487598,3.3478024739011
116.75,34.25,3.2421811776212,3.3474890591605
117,34.25,3.2428320655549,3.349510477815
117.25,34.25,3.2454985283418,3.3535895029681
117.5,34.25,3.2493369715768,3.3589882947718
117.75,34.25,3.2527858809824,3.364352881653
118,34.25,3.2518293938424,3.3649768613576
118.25,34.25,3.2525853084042,3.3676199145565
118.5,34.25,3.2501256662018,3.3667899691937
118.75,34.25,3.2535109443136,3.371769299334
119,34.25,3.2587905491156,3.378013187906
119.25,34.25,3.2642149782525,3.3838213012694
119.5,34.25,3.2663986060433,3.3860534245999
119.75,34.25,3.2675564174797,3.3864618183353
120,34.25,3.2695768256691,3.3881071907468
120.25,34.25,3.2735336160772,3.3909454675111
120.5,34.25,3.2786378056649,3.3960869174913
120.75,34.25,3.2786129171095,3.3955985771855
121,34.25,3.2800582842704,3.3965246697174
107,34.5,3.2412678414632,3.3526257585644
107.25,34.5,3.2437372145525,3.3574817383302
107.5,34.5,3.2396470258528,3.3565191874516
107.75,34.5,3.2320594746027,3.3525404304593
108,34.5,3.2330047151334,3.3564549314236
108.25,34.5,3.2300151684938,3.3570745449678
108.5,34.5,3.2264599123663,3.3581646532034
108.75,34.5,3.2234451368301,3.3602152179645
109,34.5,3.2170592999209,3.3558051910726
109.25,34.5,3.2302618177512,3.3676926571324
109.5,34.5,3.2343353831936,3.3689156765661
109.75,34.5,3.2366268729697,3.3679454142469
110,34.5,3.202773137266,3.3309145315757
110.25,34.5,3.2203570572213,3.3476456679342
110.5,34.5,3.2344713676795,3.3617725152934
110.75,34.5,3.2376208606572,3.3640346997728
111,34.5,3.2180062280529,3.3374741279135
111.25,34.5,3.205821137881,3.3230353157879
111.5,34.5,3.2241805184261,3.3398990795807
111.75,34.5,3.2345417461344,3.3484913844257
112,34.5,3.2499123518247,3.3616060899177
112.25,34.5,3.2484752010791,3.3592462395709
112.5,34.5,3.2459636369577,3.3558854253827
112.75,34.5,3.2261176890335,3.3344347415545
113,34.5,3.2289264255096,3.3362076629206
113.25,34.5,3.2357155801337,3.3426338336279
113.5,34.5,3.2380541843512,3.3448099217986
113.75,34.5,3.2409349178945,3.34783410833
114,34.5,3.2475413495149,3.3550947230859
114.25,34.5,3.2483554384738,3.3565079697448
114.5,34.5,3.2508477602496,3.3591521752287
114.75,34.5,3.252176340661,3.3603666136326
115,34.5,3.2482482369876,3.3562942776829
115.25,34.5,3.2470697285226,3.3548446464251
115.5,34.5,3.2505011070107,3.3584159433467
115.75,34.5,3.2492475387193,3.3570349727965
116,34.5,3.249499693595,3.3568526390857
116.25,34.5,3.2449024801593,3.3514951036927
116.5,34.5,3.2450800894856,3.3513050193649
116.75,34.5,3.2471423812271,3.3535238159748
117,34.5,3.2477925290597,3.3548788167416
117.25,34.5,3.2503735296865,3.3579594030731
117.5,34.5,3.247935329981,3.3565919271002
117.75,34.5,3.2582877986214,3.3687694340638
118,34.5,3.2615432276161,3.3738934426798
118.25,34.5,3.2595263681148,3.3736515669642
118.5,34.5,3.2560223737589,3.3718311912467
118.75,34.5,3.2537716933095,3.3711419019694
119,34.5,3.2564940780041,3.3752213278076
119.25,34.5,3.2597669201103,3.3795101560769
119.5,34.5,3.2595273483939,3.3799669484261
119.75,34.5,3.2643414492879,3.3830311378231
120,34.5,3.269684763414,3.3884964309095
120.25,34.5,3.2736140804336,3.3916466214732
120.5,34.5,3.2772166880418,3.3942901015891
120.75,34.5,3.2805182289761,3.3974526298546
121,34.5,3.279778104104,3.396076659463
107,34.75,3.2601708109596,3.3715131470596
107.25,34.75,3.2394792971484,3.3532595024651
107.5,34.75,3.2288844163798,3.3463926996899
107.75,34.75,3.2343069316147,3.355141201536
108,34.75,3.2344556535892,3.3580249546927
108.25,34.75,3.2191023497451,3.3451766844202
108.5,34.75,3.2176805614445,3.3471658163212
108.75,34.75,3.2108946029391,3.3429018906828
109,34.75,3.2171437758909,3.3510870109674
109.25,34.75,3.2122102055691,3.3455083544975
109.5,34.75,3.215954218054,3.3476514379214
109.75,34.75,3.2468534456631,3.3771740646279
110,34.75,3.2336100080831,3.3616384609034
110.25,34.75,3.2213239808431,3.3474551114152
110.5,34.75,3.2054652716756,3.3301350187045
110.75,34.75,3.2307831886342,3.3560989935767
111,34.75,3.2330134378189,3.3546824515025
111.25,34.75,3.23268811597,3.3527779537774
111.5,34.75,3.2249706335353,3.3416188204662
111.75,34.75,3.22260750439,3.3376742512955
112,34.75,3.2299051138113,3.3423861233519
112.25,34.75,3.2356022287163,3.3472565346911
112.5,34.75,3.2393869404989,3.3504903398883
112.75,34.75,3.2439132854888,3.3540701179785
113,34.75,3.2423310090158,3.3519494931705
113.25,34.75,3.2405918629894,3.3497687712618
113.5,34.75,3.2437472206351,3.3527055759354
113.75,34.75,3.2487002575002,3.3578392875822
114,34.75,3.2504442916332,3.3598181604759
114.25,34.75,3.2516737306839,3.3616319769485
114.5,34.75,3.2548893469203,3.3654571307736
114.75,34.75,3.2550529525502,3.3655730823932
115,34.75,3.2537047689359,3.3645736411453
115.25,34.75,3.254767085694,3.3655897409314
115.5,34.75,3.2615352819989,3.3723608582524
115.75,34.75,3.2565527784092,3.3668556360633
116,34.75,3.2546118232418,3.3639744633235
116.25,34.75,3.2524369660198,3.3609666964344
116.5,34.75,3.2505590583654,3.3582187951082
116.75,34.75,3.2507072355075,3.3572565698552
117,34.75,3.2503324071598,3.357028141196
117.25,34.75,3.2522357413438,3.3593327186242
117.5,34.75,3.255789409573,3.3638976217198
117.75,34.75,3.2629389000838,3.3726141668565
118,34.75,3.2642227880645,3.3757256240797
118.25,34.75,3.2593298461025,3.3722902310746
118.5,34.75,3.2578018032649,3.3730880674886
118.75,34.75,3.2580369749107,3.3748583872911
119,34.75,3.2560926497431,3.37416410609
119.25,34.75,3.255618707214,3.3748973168731
119.5,34.75,3.2564642629995,3.3765342668043
119.75,34.75,3.2645941668266,3.3816092744451
120,34.75,3.2673350516876,3.384206602973
120.25,34.75,3.2726609699637,3.3899034128785
120.5,34.75,3.2781600964142,3.3942511905312
120.75,34.75,3.2811472760167,3.3967327117744
121,34.75,3.2799535439342,3.3952755263761
105,35,3.2312699623207,3.3636785977751
105.25,35,3.2465422442893,3.3741371639337
105.5,35,3.2660323716636,3.3909595411904
106,35,3.2697853907727,3.3869679549964
106.25,35,3.24773097458,3.3588186901921
106.5,35,3.2368261048751,3.3438837417363
106.75,35,3.2391318505018,3.3461129903315
107,35,3.2492136003673,3.3597784089117
107.25,35,3.2547567334496,3.3695365896965
107.5,35,3.2421250309655,3.3604190080549
107.75,35,3.2450677845462,3.3667631716981
108,35,3.2370020765774,3.3604033500646
108.25,35,3.2282385472816,3.3537903241474
108.5,35,3.2186284066835,3.3461568745094
108.75,35,3.2258072660357,3.3551147505198
109,35,3.2365802797332,3.3678449213593
109.25,35,3.2145394107534,3.34499188394
109.5,35,3.2169759470706,3.3464980933172
109.75,35,3.2154604078797,3.3427603994401
110,35,3.2153319661275,3.3410938253171
110.25,35,3.2177461930272,3.3425492046661
110.5,35,3.2426392797035,3.3674588954379
110.75,35,3.2504616612797,3.3755503229203
111,35,3.2400912605119,3.3622258603903
111.25,35,3.220318584596,3.3403614445001
111.5,35,3.218903876607,3.3375195030624
111.75,35,3.2292378459718,3.346669985545
112,35,3.2193872701607,3.3335600724271
112.25,35,3.2245623732756,3.3377726699229
112.5,35,3.2304581736421,3.3431017132741
112.75,35,3.2400586989013,3.3519943198281
113,35,3.2413559374672,3.3530543881009
113.25,35,3.2439064091497,3.3553038033318
113.5,35,3.247731944531,3.3589506796719
113.75,35,3.2518412309206,3.3632312558987
114,35,3.2543589626178,3.3659812845248
114.25,35,3.25365080994,3.3657924662647
114.5,35,3.2562483058193,3.3691052490067
114.75,35,3.2591848942076,3.3729014631039
115,35,3.2605157434987,3.3743321027194
115.25,35,3.2571023541099,3.370896123545
115.5,35,3.2574258128523,3.3708855303521
115.75,35,3.2553552641604,3.3679831445796
116,35,3.2550809057162,3.366777971487
116.25,35,3.2540614054412,3.3644617268521
116.5,35,3.2531852425037,3.3615680675383
116.75,35,3.2542234604502,3.3615175987712
117,35,3.2520813446269,3.3584827061856
117.25,35,3.2511406330091,3.3575457036946
117.5,35,3.2496606086546,3.3564859859889
117.75,35,3.2586736131817,3.3669726990818
118,35,3.2631679298904,3.3733318444902
118.25,35,3.2551946112141,3.3672385972347
118.5,35,3.2527839154867,3.3671736458626
118.75,35,3.2565376976061,3.3724655837835
119,35,3.2561284480675,3.3732568227327
119.25,35,3.2542960130328,3.3707221324071
119.5,35,3.2588797418575,3.3754733075325
119.75,35,3.262985773198,3.3793451317451
120,35,3.2691238491749,3.3854676901286
120.25,35,3.2639417253607,3.3797689953405
120.5,35,3.2733871872427,3.3898916702846
120.75,35,3.2792681498336,3.3940605143253
106,35.25,3.2658799637847,3.3849457012552
106.25,35.25,3.2440197877015,3.3568372162582
106.5,35.25,3.245908904314,3.3529122294035
106.75,35.25,3.2512846155051,3.3584967352294
107,35.25,3.2577189522845,3.3700268933623
107.25,35.25,3.2529471180053,3.3696135969819
107.5,35.25,3.2506166117993,3.3713843730819
107.75,35.25,3.2487792942708,3.3724734385504
108,35.25,3.2490250528701,3.3747805818042
108.25,35.25,3.2389149913781,3.3659883947449
108.5,35.25,3.2318799302766,3.3596732921717
108.75,35.25,3.222763189082,3.3506324951667
109,35.25,3.2214460039229,3.3497860748259
109.25,35.25,3.2145890036497,3.3428039601808
109.5,35.25,3.2197022796543,3.3475140391142
109.75,35.25,3.218510727876,3.344366384345
110,35.25,3.2245326260065,3.3493589550227
110.25,35.25,3.2209925062411,3.3442378075279
110.5,35.25,3.2206566631089,3.3432019528455
110.75,35.25,3.2478706133266,3.3717547579986
111,35.25,3.2351537104401,3.3586171477288
111.25,35.25,3.2428417281052,3.364164599332
111.5,35.25,3.2350031075097,3.3548734782377
111.75,35.25,3.2382515948685,3.3569051244002
112,35.25,3.2360275187483,3.3522246743339
112.25,35.25,3.2157386570822,3.3299384475805
112.5,35.25,3.2179397312233,3.3311638738909
112.75,35.25,3.2152262672877,3.3278963952661
113,35.25,3.2305355174091,3.3436503715203
113.25,35.25,3.2424011950762,3.3556645489115
113.5,35.25,3.2478916005687,3.3611771858709
113.75,35.25,3.2512541292779,3.3647460189897
114,35.25,3.2527260748557,3.3666842045307
114.25,35.25,3.251543416534,3.3660348136838
114.5,35.25,3.2556176455713,3.3710062513576
114.75,35.25,3.2597816332077,3.376193352452
115,35.25,3.2652479014204,3.382538201194
115.25,35.25,3.2642671577969,3.3816127780019
115.5,35.25,3.2619035121473,3.3789019855359
115.75,35.25,3.2577054034227,3.3734884398939
116,35.25,3.2564734319815,3.3707578650234
116.25,35.25,3.2535053026272,3.3651526576593
116.5,35.25,3.2559374174403,3.3655832552378
116.75,35.25,3.2562851672073,3.3641863039834
117,35.25,3.2528549310172,3.3592059782768
117.25,35.25,3.2507827072423,3.3560701614354
117.5,35.25,3.2493204957234,3.3550614118248
117.75,35.25,3.2534089215361,3.3602709140928
118,35.25,3.2588912835551,3.3676590645753
118.25,35.25,3.2578159401509,3.368685776875
118.5,35.25,3.2528914475729,3.3659014014592
118.75,35.25,3.2555401406613,3.370013489868
119,35.25,3.2562984779642,3.3716722839857
119.25,35.25,3.2588507086387,3.374629661991
119.5,35.25,3.2587778227439,3.3745476906212
119.75,35.25,3.2645292608816,3.3804356583228
120,35.25,3.2644502490752,3.3800820894203
120.25,35.25,3.2681287706423,3.3836686324354
120.5,35.25,3.2719723034147,3.387396624359
120.75,35.25,3.2698403949008,3.3839455050616
121,35.25,3.2701401580371,3.3872768502872
121.25,35.25,3.2684482535207,3.386051449472
121.5,35.25,3.267785693943,3.3858788374008
105.75,35.5,3.2832907919748,3.410938303701
106,35.5,3.2590290989555,3.380797783368
106.25,35.5,3.2398677889132,3.3558166946734
106.5,35.5,3.2575556196797,3.3698616189537
106.75,35.5,3.2720313482588,3.3846358237375
107,35.5,3.275375355656,3.3915750495467
107.25,35.5,3.2715690963281,3.3915872354653
107.5,35.5,3.2634085432606,3.3872472713535
107.75,35.5,3.2477013293201,3.3743059946603
108,35.5,3.2478182798431,3.3766229458419
108.25,35.5,3.2263936975781,3.355558946192
108.5,35.5,3.2221282908313,3.3504067563351
108.75,35.5,3.2132537891503,3.3409669590995
109,35.5,3.2327146000034,3.3604077622342
109.25,35.5,3.2508875819234,3.3790235108347
109.5,35.5,3.2295905061146,3.3567412094975
109.75,35.5,3.2132366086489,3.3381168178577
110,35.5,3.2001466520357,3.3230512702292
110.25,35.5,3.2166245765807,3.338583730967
110.5,35.5,3.2410010178404,3.3634422131984
110.75,35.5,3.2387999233632,3.3616234094861
111,35.5,3.2511406408158,3.3747662101358
111.25,35.5,3.2552926887953,3.3775276012806
111.5,35.5,3.2335674895136,3.3541530665884
111.75,35.5,3.2050768793413,3.3228855036488
112,35.5,3.2173817644519,3.3343980748002
112.25,35.5,3.2298795368027,3.3459558292076
112.5,35.5,3.2568764171858,3.3724219497176
112.75,35.5,3.2302029577059,3.3448374298595
113,35.5,3.2224551240278,3.3367376645002
113.25,35.5,3.2101598408529,3.3239264142477
113.5,35.5,3.2042091566622,3.317843108366
113.75,35.5,3.2489465439571,3.3644590351285
114,35.5,3.2485496225132,3.3647578271422
114.25,35.5,3.2514799033793,3.3685170150848
114.5,35.5,3.2518770128264,3.3693924853164
114.75,35.5,3.2561248366726,3.3748579862597
115,35.5,3.2592249316511,3.3792551017555
115.25,35.5,3.2600025355083,3.3808076785812
115.5,35.5,3.2590098509347,3.3797521346241
115.75,35.5,3.2562355058132,3.3750803560432
116,35.5,3.2577675157239,3.3738820416803
116.25,35.5,3.2584087665986,3.3718188354716
116.5,35.5,3.2613302806473,3.3721943123837
116.75,35.5,3.2612097019442,3.3696786747096
117,35.5,3.2548754563455,3.3613542319317
117.25,35.5,3.2555490481824,3.3603895254427
117.5,35.5,3.243107282504,3.3467370710119
117.75,35.5,3.2503118444989,3.3547882617588
118,35.5,3.248606516519,3.355367929453
118.25,35.5,3.2577201737944,3.3672671443699
118.5,35.5,3.255925170117,3.3678626983927
118.75,35.5,3.254343772079,3.3678246284964
119,35.5,3.2523700519881,3.3668571948049
119.25,35.5,3.257396420677,3.3725790750775
119.5,35.5,3.2579934879301,3.3729893848465
119.75,35.5,3.2593108326699,3.3742888627586
120,35.5,3.266813617769,3.3820068585889
120.25,35.5,3.2686842298133,3.3838992003031
120.5,35.5,3.2626776730289,3.3782703845481
120.75,35.5,3.2690675443485,3.3841784909657
121,35.5,3.271531258017,3.3880237115232
121.25,35.5,3.2679253115594,3.3849011449733
121.5,35.5,3.26969715262,3.3824689309946
121.75,35.5,3.269287431717,3.3819478428566
108.75,35.75,3.2215453725584,3.3500808124117
109,35.75,3.2325782559668,3.3601572781922
109.25,35.75,3.248054171861,3.3759012759731
109.5,35.75,3.2373019473441,3.3644394147894
109.75,35.75,3.2116730053451,3.3362379744864
110,35.75,3.2061586255337,3.3293725895743
110.25,35.75,3.2307506966374,3.3538232864992
110.5,35.75,3.2266050090193,3.3491928126507
110.75,35.75,3.2190220188226,3.3414817327324
111,35.75,3.2076269860162,3.3297670870139
111.25,35.75,3.2552227292795,3.3787340907837
111.5,35.75,3.2491437396992,3.3712021490426
111.75,35.75,3.2355718053829,3.3559320340662
112,35.75,3.224527580091,3.3433744233319
112.25,35.75,3.2242732104964,3.3417319622852
112.5,35.75,3.2452953806984,3.3623407672762
112.75,35.75,3.2558877749503,3.3727473787394
113,35.75,3.2248308618652,3.3406575161972
113.25,35.75,3.218544375094,3.3340944945513
113.5,35.75,3.1999486001014,3.3150470527011
113.75,35.75,3.2379815331515,3.3550066760122
114,35.75,3.2355722653903,3.3533790214544
114.25,35.75,3.2549205815918,3.3737116850444
114.5,35.75,3.2574140023776,3.3777721836005
114.75,35.75,3.2606167483562,3.3819603035774
115,35.75,3.2652462383034,3.3877360308839
115.25,35.75,3.2598343769541,3.383303656361
115.5,35.75,3.2562926312801,3.3808484511829
115.75,35.75,3.2526612959951,3.3742504388537
116,35.75,3.2565119121903,3.3748742272455
116.25,35.75,3.2631364436094,3.3787001489688
116.5,35.75,3.2636016759497,3.3759038234476
116.75,35.75,3.2621180129252,3.3713613954264
117,35.75,3.2639846601353,3.3705995203478
117.25,35.75,3.2537157636028,3.3579203697194
117.5,35.75,3.2450854039086,3.3475280883744
117.75,35.75,3.2405834966064,3.3431381567026
118,35.75,3.2491427901803,3.354646003703
118.25,35.75,3.2579257840099,3.3667155664073
118.5,35.75,3.2618030952719,3.373368281936
118.75,35.75,3.2558874947475,3.3690368223423
119,35.75,3.2517099997804,3.3658692844347
119.25,35.75,3.2493908771196,3.3640099665042
119.5,35.75,3.2446358377654,3.359248104448
119.75,35.75,3.2582214029045,3.3728680110625
120,35.75,3.2622976348814,3.3777083303429
120.25,35.75,3.2677985381311,3.3839444613216
120.5,35.75,3.2663081072679,3.3829134615258
120.75,35.75,3.2663872285578,3.3816322818213
121,35.75,3.2672908533787,3.3831723011322
121.25,35.75,3.2689736858919,3.3814620506782
121.5,35.75,3.2710635798264,3.3839645921461
121.75,35.75,3.2720529437692,3.3849211191533
106.25,36,3.2734827665239,3.3977147250676
106.5,36,3.2761815170371,3.3987098667435
106.75,36,3.2755763982683,3.3975089247459
107,36,3.2791857604304,3.4027599473233
107.25,36,3.2698898060845,3.396064295804
107.5,36,3.2609140383671,3.3908660808646
